,Unnamed: 0,name,cost,competitive rate,code,date
833,833,와이지엔터테인먼트,"34,000",560:1,122870,  2011.11.23
834,834,쎄미시스코,"9,500",781:1,136510,  2011.11.18
835,835,아이테스트,"2,400",446.2:1,89530,  2011.11.11
836,836,테크윙,"23,000",801.89:1,89030,  2011.11.10
837,837,신흥기계,"8,500",1014.97:1,7820,  2011.11.08
838,838,씨큐브,"5,750",791.35:1,101240,  2011.11.08
839,839,씨엔플러스,"11,500",1221.89:1,115530,  2011.11.02
840,840,테라세미콘,"13,500",864:1,123100,  2011.11.01
841,841,케이맥,"14,500",745:1,43290,  2011.10.25
842,842,로보스타,"5,800",184:1,90360,  2011.10.17
843,843,넥솔론,"4,000",68.7:1,110570,  2011.10.14
844,844,대한과학,"3,000",414:1,131220,  2011.10.11
845,845,피앤이솔루션,"8,000",867.62:1,131390,  2011.09.27
846,846,화진,"4,300",1166.02:1,134780,  2011.08.10
847,847,제이씨케미칼,"7,200",545.66:1,137950,  2011.08.08
848,848,아이씨디,"34,000",512.93:1,40910,  2011.08.05
849,849,제닉,"22,000",330.49:1,123330,  2011.08.03
850,850,경봉,"7,100",965.5:1,139050,  2011.07.29
851,851,상아프론테크,"6,000",670.85:1,89980,  2011.07.21
852,852,삼원강재,"4,000",707.07:1,23000,  2011.07.22
853,853,나이벡,"10,000",481.43:1,138610,  2011.07.13
854,854,옵티시스,"7,600",907.98:1,109080,  2011.07.12
855,855,신세계인터내셔날,"65,000",290.07:1,31430,  2011.07.14
856,856,대양전기공업,"9,000",18.3:1,108380,  2011.07.08
857,857,한국항공우주산업,"15,500",48.95:1,47810,  2011.06.30
858,858,하이마트,"59,000",2.6:1,71840,  2011.06.29
859,859,탑금속,"6,500",531:1,19770,  2011.06.24
860,860,쓰리피시스템,"5,800",0.45:1,110500,  2011.06.17
861,861,엠케이트렌드,"11,000",352:1,69640,  2011.06.21
862,862,리켐,"14,000",444:1,131100,  2011.06.14
863,863,완리인터내셔널홀딩스,"4,100",1.07:1,900180,  2011.06.13
864,864,코오롱플라스틱,"4,300",579:1,138490,  2011.06.15
865,865,넥스트아이,"10,000",4.59:1,137940,  2011.06.14
866,866,엘티에스,"34,000",6.78:1,138690,  2011.06.02
867,867,KT스카이라이프,"17,000",97.7:1,53210,  2011.06.03
868,868,세아특수강,"28,000",363.9:1,19440,  2011.06.01
869,869,케이엠에이치,"9,500",14.08:1,122450,  2011.05.25
870,870,골프존,"85,000",209.64:1,121440,  2011.05.20
871,871,한국종합기술,"7,100",184.33:1,23350,  2011.04.28
872,872,이퓨쳐,"6,400",573.64:1,134060,  2011.04.27
873,873,티케이케미칼,"5,000",1.94:1,104480,  2011.04.26
874,874,일진머티리얼즈,"15,800",2.917:1,20150,  2011.03.04
875,875,부스타,"4,200",440.26:1,8470,  2011.02.23
876,876,현대위아,"65,000",103.66:1,11210,  2011.02.21
877,877,나노신소재,"17,000",673.1:1,121600,  2011.02.09
878,878,케이아이엔엑스,"8,000",588.1:1,93320,  2011.02.08
879,879,티피씨,"5,200",1413.24:1,130740,  2011.02.08
880,880,제이엔케이히터,"13,600",621:1,126880,  2011.01.31
881,881,엘비세미콘,"4,700",304:1,61970,  2011.01.31
882,882,딜리,"8,000",237.85,131180,  2011.01.31
883,883,블루콤,"12,000",645.86:1,33560,  2011.01.26
884,884,인트론바이오테크놀로지,"6,100",943.9:1,48530,  2011.01.26
885,885,씨그널정보통신,"8,500",1118.70:1,99830,  2011.01.24
886,886,다나와,"14,000",672.02:1,119860,  2011.01.24
887,887,중국고섬공고,"7,000",0.46:1,950070,  2011.01.25
888,888,티에스이,"45,000",47.90:1,131290,  2011.01.05
889,889,KB게임(KB스팩),"2,500",1.21:1,131370,  2011.01.05
890,890,인텍플러스,"7,000",57.87:1,64290,  2011.01.05
891,891,두산엔진,"19,300",47.29:1,82740,  2011.01.04
892,892,대구도시가스,"5,400",356.78:1,117580,  2010.12.24
893,893,액트,"2,700",12.93:1,131400,  2010.12.27
894,894,현대HCN,"3,800",21.1:1,126560,  2010.12.23
895,895,IBKS스마트스팩,"1,000",4.84:1,126680,  2010.12.22
896,896,한전산업개발,"5,500",127.26:1,130660,  2010.12.16
897,897,대정화금,"9,200",697.93:1,120240,  2010.12.20
898,898,케이티스(구.한국인포서비스),"2,700",64.8:1,58860,  2010.12.17
899,899,동부티에스블랙펄스팩,"2,000",138.8:1,128910,  2010.12.08
900,900,하이제1호스팩,"4,000",247.66:1,131030,  2010.12.03
901,901,세우테크,"5,500",32.25:1,96690,  2010.12.01
902,902,코라오홀딩스,"4,800",395:1,900140,  2010.11.30
903,903,대구방송,"7,500",4.3:1,33830,  2010.11.29
904,904,케이티롤,"6,800",42.82:1,122800,  2010.11.26
905,905,시그네틱스,"2,600",23.9:1,33170,  2010.11.26
906,906,한국전자인증,"1,600",303.38:1,41460,  2010.11.19
907,907,코프라,"7,000",1464:1,126600,  2010.11.12
908,908,디케이락,"7,500",169.58:1,105740,  2010.11.12
909,909,하나그린스팩1호,"4,000",535.36:1,123420,  2010.11.10
910,910,삼본정밀전자,"8,800",452:1,111870,  2010.11.05
911,911,케이엔엔,"9,000",170.13:1,58400,  2010.11.03
912,912,아나패스,"52,000",376.3:1,123860,  2010.11.05
913,913,부국퓨쳐스타즈스팩,"2,000",321:1,123300,  2010.10.29
914,914,아이텍반도체,"9,100",548.21:1,119830,  2010.10.26
915,915,인화정공,"26,000",582.41:1,101930,  2010.10.22
916,916,누리플랜,"5,500",843.62:1,69140,  2010.10.26
917,917,코렌,"5,800",191.28:1,78650,  2010.10.22
918,918,아이씨코리아,"2,800",1105.27:1,68940,  2010.10.19
919,919,휠라코리아,"35,000",330:1,81660,  2010.09.28
920,920,키움제1호스팩,"2,000",0.13:1,123840,  2010.10.05
921,921,포메탈,"6,000",15.91:1,119500,  2010.09.17
922,922,케이티씨에스(구.한국인포데이타,"2,600",382.82:1,58850,  2010.09.16
923,923,알파칩스,"12,000",941.45:1,117670,  2010.09.17
924,924,다원시스,"11,000",3.21:1,68240,  2010.09.14
925,925,성융광전투자,"2,800",1.32:1,900150,  2010.09.15
926,926,현대홈쇼핑,"90,000",147.21:1,57050,  2010.09.13
927,927,씨젠,"30,500",3.42:1,96530,  2010.09.10
928,928,와이솔,"8,000",12.75:1,122990,  2010.09.10
929,929,이트레이드1호스팩,"2,000",0.31:1,126700,  2010.09.10
930,930,에이치엠씨아이비1호스팩,"2,000",180:1,126640,  2010.08.31
931,931,교보케이티비스팩,"4,000",0.84:1,123410,  2010.08.27
932,932,한국투자신성장1호스팩,"2,200",5.18:1,123290,  2010.08.24
933,933,에스비아이앤솔로몬드림스팩,"1,250",0.48:1,123910,  2010.08.24
934,934,대신증권그로쓰알파,"2,000",0.77:1,123550,  2010.08.24
935,935,도화종합기술공사,"22,000",24.96:1,2150,  2010.08.12
936,936,엠에스오토텍,"5,500",1257.45:1,123040,  2010.08.06
937,937,이글루시큐리티,"14,000",59.2:1,67920,  2010.08.04
938,938,아이마켓코리아,"15,300",245.4:1,122900,  2010.07.30
939,939,하이텍팜,"11,500",877.70:1,106190,  2010.07.28
940,940,인터로조,"12,000",107.02:1,119610,  2010.07.28
941,941,우진,"15,000",723.42:1,105840,  2010.07.26
942,942,웨이포트(홍콩),"1,400",66.58:1,900130,  2010.07.23
943,943,크루셜텍,"23,500",554.7:1,114120,  2010.07.21
944,944,에스디시스템,"14,800",491.68:1,121890,  2010.07.16
945,945,한화스팩1호,"5,000",40.63:1,124050,  2010.07.09
946,946,신영증권스팩1호,"1,000",6.99:1,123750,  2010.07.02
947,947,웅진에너지,"9,500",162.69:1,103130,  2010.06.30
948,948,처음앤씨,"13,000",497.28:1,111820,  2010.06.18
949,949,유비벨록스,"11,000",1198.94:1,89850,  2010.06.18
950,950,케이엔디티앤아이,"8,500",1059.2:1,46120,  2010.06.15
951,951,히든챔피언제1호스팩,"2,000",0.66:1,123160,  2010.06.11
952,952,이연제약,"16,500",64.47:1,102460,  2010.06.10
953,953,솔라시아,"5,000",976.35:1,70300,  2010.06.09
954,954,실리콘웍스,"67,000",113.89:1,108320,  2010.06.08
955,955,투비소프트,"8,000",1259.04:1,79970,  2010.06.01
956,956,인피니트헬스케어(구.인피니트테,"5,200",696.17:1,71200,  2010.05.26
957,957,모바일리더,"15,000",746.94:1,100030,  2010.05.25
958,958,만도,"83,000",124.63:1,60980,  2010.05.19
959,959,신한제1호스팩,"5,000",8.48:1,122690,  2010.05.25
960,960,삼성생명,"110,000",40.6:1,32830,  2010.05.12
961,961,우리스팩1호,"10,000",193.4:1,122750,  2010.05.11
962,962,동아체육용품유한공사,"5,000",25.4:1,900110,  2010.04.23
963,963,뉴프라이드,"7,500",322:1,900100,  2010.04.21
964,964,케이씨에스,"1,600",781.6:1,115500,  2010.04.14
965,965,차이나킹하이웨이,"3,700",301.75:1,900120,  2010.03.31
966,966,디지탈아리아,"11,000",897.4:1,115450,  2010.03.26
967,967,동양밸류오션SPAC,"10,000",101.94:1,122290,  2010.03.25
968,968,현대드림투게더,"6,000",2;1,122350,  2010.03.19
969,969,대한생명보험,"8,200",23.7:1,88350,  2010.03.17
970,970,미래에셋스팩1호,"1,500",163.68:1,121950,  2010.03.12
971,971,대우증권그린코리아SPAC,"3,500",86.9:1,121910,  2010.03.03
972,972,이미지스테크놀로지,"6,000",195.36:1,115610,  2010.02.26
973,973,하이소닉,"13,000",525.81:1,106080,  2010.02.09
974,974,인포바인,"33,000",791.12:1,115310,  2010.02.09
975,975,에스이티아이,"17,500",52.2:1,114570,  2010.02.04
976,976,모베이스,"13,200",704:1,101330,  2010.02.04
977,977,차이나하오란리사이클링,"4,700",42.5:1,900090,  2010.02.05
978,978,지역난방공사,"45,000",127.3:1,71320,  2010.01.29
979,979,에이치디시에스,"15,000",227.32:1,105070,  2010.02.02
980,980,락앤락,"15,700",24.85:1,115390,  2010.01.28
981,981,우리넷,"6,700",725.91:1,115440,  2010.01.27
982,982,스타플렉스,"15,000",216:1,115570,  2010.01.27
983,983,영흥철강,"12,000",491.86:1,12160,  2010.01.25
984,984,아세아텍,"4,100",79.21:1,50860,  2010.01.26
985,985,우노앤컴퍼니,"6,500",562.95:1,114630,  2010.01.15
986,986,승화엘엠씨,"6,700",611.88:1,111610,  2010.01.06
987,987,코디에스,"6,000",953:1,80530,  2010.01.05
988,988,글로벌에스엠테크리미티드,"3,200",522:1,900070,  2009.12.23
989,989,아이티엑스시큐리티,"6,000",413:1,99520,  2009.12.22
990,990,KPX라이프사이언스,"6,200",252.62:1,114450,  2009.12.22
991,991,동양피엔에프,"12,000",373.92:1,104460,  2009.12.22
992,992,위메이드엔터테인먼트,"62,000",5.63:1,112040,  2009.12.18
993,993,멜파스,"43,200",2.47:1,96640,  2009.12.18
994,994,현대푸드시스템,"11,600",337.83:1,114410,  2009.12.17
995,995,한전기술,"21,600",124:1,52690,  2009.12.14
996,996,디오텍,"9,000",346.23:1,108860,  2009.12.10
997,997,중국엔진집단유한공사,"6,000",272.57:1,900080,  2009.12.04
998,998,이원컴포텍,"2,000",1035:1,88290,  2009.12.01
999,999,GKL,"12,000",20.4:1,114090,  2009.11.19
1000,1000,강원비앤이,"4,700",14.26:1,114190,  2009.11.20
1001,1001,에스케이씨앤씨,"30,000",20.87:1,34730,  2009.11.11
1002,1002,이너스텍,"10,000",369.6:1,109960,  2009.11.13
1003,1003,동방선기,"4,000",85.35:1,99410,  2009.11.10
1004,1004,디엠씨,"6,300",22.3:1,101000,  2009.11.06
1005,1005,진매트릭스,"8,000",228.3:1,109820,  2009.11.06
1006,1006,비츠로셀,"5,500",20.36:1,82920,  2009.10.28
1007,1007,스틸플라워,"13,500",7.88:1,87220,  2009.10.27
1008,1008,진로,"41,000",9.4:1,80,  2009.10.19
1009,1009,한스바이오메드,"5,500",1041:1,42520,  2009.10.09
1010,1010,동양생명,"17,000",12.67:1,82640,  2009.10.08
1011,1011,네오위즈벅스,"9,000",104.02:1,104200,  2009.10.06
1012,1012,아이앤씨테크놀로지,"16,000",349.93:1,52860,  2009.10.06
1013,1013,케이엔더블유,"11,000",538.61:1,105330,  2009.09.29
1014,1014,에리트베이직,"4,000",260.76:1,93240,  2009.09.28
1015,1015,쌍용머티리얼,"17,500",13.73:1,47400,  2009.09.29
1016,1016,모린스,"39,000",35.05:1,110310,  2009.09.25
1017,1017,디에스케이,"5,000",497.85:1,109740,  2009.09.23
1018,1018,제넥신,"27,000",525.05:1,95700,  2009.09.15
1019,1019,톱텍,"10,400",440.12:1,108230,  2009.09.15
1020,1020,동국S&C,"11,000",10.58:1,100130,  2009.08.31
1021,1021,에스앤더블류,"6,700",995.16:1,103230,  2009.08.05
1022,1022,게임빌,"15,000",622.78:1,63080,  2009.07.30
1023,1023,동일금속,"8,000",243.26:1,109860,  2009.07.28
1024,1024,대우캐피탈,"8,000",216.27:1,33660,  2009.06.25
1025,1025,한미파슨스건축사사무소,"14,500",513.93:1,53690,  2009.06.23
1026,1026,동아지질,"14,500",357.95:1,28100,  2009.06.12
1027,1027,어보브반도체,"3,300",2423.32:1,102120,  2009.06.05
1028,1028,조이맥스,"55,000",631.97:1,101730,  2009.06.03
1029,1029,이엔에프테크놀로지,"5,500",696.2:1,102710,  2009.05.28
1030,1030,차이나그레이트스타인터내셔널리,"1,700",205.77:1,900040,  2009.05.29
1031,1031,뉴그리드테크놀로지,"3,500",1061.76:1,99440,  2009.05.26
1032,1032,중국원양자원유한공사,"3,100",243.5:1,900050,  2009.05.22
1033,1033,해덕선기,"8,500",180.4:1,102210,  2009.05.21
1034,1034,서울마린,"10,000",412.3:1,99220,  2009.05.19
1035,1035,한국정밀기계,"22,000",252.4:1,101680,  2009.05.19
1036,1036,STX엔파코,"13,000",357.57:1,71970,  2009.05.15
1037,1037,흥국,"4,200",1989.74:1,10240,  2009.05.12
1038,1038,신텍,"12,500",384.23:1,99660,  2009.04.30
1039,1039,우림기계,"10,000",583.99:1,101170,  2009.04.28
1040,1040,티플랙스,"3,000",2493.46:1,81150,  2009.04.23
1041,1041,네프로아이티,"4,500",403.78:1,950030,  2009.04.24
1042,1042,에스티오,"5,000",361.01:1,98660,  2009.04.17
1043,1043,엔에스브이,"4,300",561.15:1,95300,  2009.04.17
1044,1044,에이테크솔루션,"5,400",1495:1,71670,  2009.04.17
1045,1045,뷰웍스,"9,000",1163.17:1,100120,  2009.04.10
1046,1046,에스앤에스텍,"4,000",460.23:1,101490,  2009.04.14
1047,1047,코오롱생명과학,"23,500",283.19:1,102940,  2009.04.07
1048,1048,네오피델리티,"4,500",569.26:1,101400,  2009.03.31
1049,1049,중국식품포장유한공사,"1,500",230.91:1,900060,  2009.03.27
1050,1050,이수앱지스,"5,500",232.19:1,86890,  2009.02.03
1051,1051,유비쿼스,"6,100",239.29:1,78070,  2009.01.23
1052,1052,대성파인텍,"3,500",181.23:1,104040,  2009.01.23
1053,1053,메디톡스,"14,000",297.14:1,86900,  2009.01.16
1054,1054,엠게임,"10,000",663.54:1,58630,  2008.12.19
1055,1055,아이컴포넌트,"3,500",437.9:1,59100,  2008.12.16
1056,1056,연합과기공고유한공사,"2,200",82.17:1,900030,  2008.12.04
1057,1057,LG파워콤,"5,700",19.07:1,45820,  2008.11.27
1058,1058,에너지솔루션즈,"3,000",385:1,67630,  2008.11.25
1059,1059,이크레더블,"18,000",538.63:1,92130,  2008.10.24
1060,1060,심팩에이앤씨,"12,000",0.56:1,90730,  2008.10.17
1061,1061,사이버다임,"3,100",191.2:1,66690,  2008.10.06
1062,1062,세운메디칼,"5,600",583.4:1,100700,  2008.09.30
1063,1063,마이크로컨텍솔루션,"2,000",447.44:1,98120,  2008.09.23
1064,1064,케이제이프리텍,"3,000",1.51:1,83470,  2008.09.18
1065,1065,삼강엠앤티,"6,500",157.13:1,100090,  2008.08.01
1066,1066,아이엠,"5,000",19.86:1,101390,  2008.07.23
1067,1067,LG이노텍,"40,500",0.66:1,11070,  2008.07.24
1068,1068,한텍엔지니어링,"8,500",0.41:1,76080,  2008.07.18
1069,1069,코리아에스이,"5,500",2.65:1,101670,  2008.07.15
1070,1070,슈프리마,"27,100",0.73:1,94840,  2008.07.11
1071,1071,명문제약,"6,000",1.82:1,17180,  2008.07.10
1072,1072,이스트소프트,"9,800",298.48:1,47560,  2008.07.01
1073,1073,서울옥션,"11,000",3.09:1,63170,  2008.07.01
1074,1074,비유와상징,"33,000",0.67:1,100220,  2008.06.30
1075,1075,씨디아이홀딩스,"33,000",290.24:1,96240,  2008.06.27
1076,1076,윌덱스,"10,000",4.28:1,101160,  2008.06.19
1077,1077,쎄트렉아이,"43,000",636.52:1,99320,  2008.06.13
1078,1078,브리지텍,"3,100",366.98:1,64480,  2008.06.04
1079,1079,고영테크놀러지,"11,500",291.55:1,98460,  2008.06.03
1080,1080,제이씨엔터테인먼트,"10,500",175:1,67000,  2008.05.30
1081,1081,세미텍,"5,000",988.71:1,81220,  2008.05.23
1082,1082,테스,"34,000",323:1,95610,  2008.05.20
1083,1083,우진비앤지,"4,000",659.15:1,18620,  2008.05.20
1084,1084,엘디티,"3,800",569.84:1,96870,  2008.05.02
1085,1085,예스이십사,"6,300",302.7:1,53280,  2008.05.07
1086,1086,실리콘화일,"6,000",261.81:1,82930,  2008.04.25
1087,1087,메타바이오메드,"9,000",980:1,59210,  2008.04.15
1088,1088,효성오앤비,"7,500",269.18:1,97870,  2008.04.08
1089,1089,네패스신소재,"4,400",167:1,87730,  2008.04.04
1090,1090,제너시스템즈,"3,500",176.8:1,73930,  2008.03.26
1091,1091,텔레필드,"5,000",7.82:1,91440,  2008.02.01
1092,1092,넥실리온,"3,500",20.3:1,98400,  2008.01.30
1093,1093,네오엠텔,"8,500",345:1,96040,  2008.01.25
1094,1094,엔케이,"10,000",4.08:1,85310,  2008.01.24
1095,1095,코웰이홀딩스,"2,000",6.62:1,900020,  2008.01.29
1096,1096,마이스코,"18,000",0.75:1,88700,  2008.01.25
1097,1097,에스맥,"3,500",82.4:1,97780,  2008.01.23
1098,1098,일신랩,"4,500",536:1,68330,  2007.12.26
1099,1099,쎄믹스,"3,300",381:1,96630,  2007.12.26
1100,1100,미성포리테크,"6,300",18.06:1,94700,  2007.12.20
1101,1101,서원인텍,"6,000",0.59:1,93920,  2007.12.20
1102,1102,이씨에스텔레콤,"2,500",435:1,67010,  2007.12.18
1103,1103,대창메탈,"6,500",187:1,96350,  2007.12.17
1104,1104,한전KPS,"13,300",112:1,51600,  2007.12.14
1105,1105,위즈위드,"5,200",17.6:1,69920,  2007.12.05
1106,1106,성진지오텍,"14,000",2.33:1,51310,  2007.11.29
1107,1107,화풍방직,"5,600",151:1,950010,  2007.11.26
1108,1108,세실,"11,000",21:1,84450,  2007.11.20
1109,1109,알에프세미,"4,800",84:1,96610,  2007.11.20
1110,1110,디엔에프,"12,000",2.78:1,92070,  2007.11.16
1111,1111,씨모텍,"23,000",2.78:1,81090,  2007.11.14
1112,1112,제이에스전선,"24,000",383:1,5560,  2007.11.12
1113,1113,일진정공,"5,200",529:1,94820,  2007.11.06
1114,1114,비엠티,"8,000",3.59:1,86670,  2007.11.02
1115,1115,쉘라인,"17,400",152:1,93230,  2007.11.01
1116,1116,기신정기,"10,000",223:1,92440,  2007.10.30
1117,1117,이엠코리아,"8,500",2.73:1,95190,  2007.10.29
1118,1118,KSS해운,"65,000",205:1,44450,  2007.10.26
1119,1119,이엘케이,"10,000",0.62:1,94190,  2007.10.29
1120,1120,현우산업,"6,800",5.57:1,92300,  2007.10.24
1121,1121,효성ITX,"5,000",454:1,94280,  2007.10.25
1122,1122,디아이씨,"63,000",4.45:1,92200,  2007.10.18
1123,1123,다믈멀티미디어,"4,500",166:1,93640,  2007.10.19
1124,1124,에스에너지,"19,000",853:1,95910,  2007.10.16
1125,1125,제이엠텔레콤,"5,700",25:1,94970,  2007.10.12
1126,1126,성우전자,"11,000",4.53:1,81580,  2007.10.12
1127,1127,엘지에스,"11,000",17 :1,73110,  2007.10.12
1128,1128,오디텍,"10,000",316:1,80520,  2007.10.08
1129,1129,상보,"15,000",25:1,27580,  2007.10.01
1130,1130,미래나노텍,"37,000",133:1,95500,  2007.10.01
1131,1131,네오티스,"11,500",58:1,85910,  2007.10.01
1132,1132,아이에스시테크놀러지,"21,000",15:1,95340,  2007.10.01
1133,1133,에스티엑스팬오션,"1,720",9.47:1,28670,  2007.09.21
1134,1134,바이오톡스텍,"5,500",445:1,86040,  2007.09.21
1135,1135,옴니시스템,"6,500",787:1,57540,  2007.09.19
1136,1136,연이정보통신,"4,000",257:1,90740,  2007.09.19
1137,1137,푸른기술,"12,500",989:1,94940,  2007.09.14
1138,1138,웨이브일렉트로닉스,"10,000",526:1,95270,  2007.09.12
1139,1139,넥스지,"9,600",386:1,81970,  2007.08.20
1140,1140,빅솔론,"10,000",841:1,93190,  2007.08.20
1141,1141,3노드디지탈,"2,500",407:1,900010,  2007.08.17
1142,1142,에스엔케이폴리텍,"8,900",305:1,91340,  2007.07.30
1143,1143,아구스,"14,500",479:1,78670,  2007.07.27
1144,1144,아로마소프트,"8,200",837:1,72770,  2007.07.25
1145,1145,바로비젼,"8,900",209.6:1,94480,  2007.07.20
1146,1146,에코프로,"9,000",874.5:1,86520,  2007.07.20
1147,1147,메모리앤테스팅,"8,000",1134:1,65150,  2007.07.18
1148,1148,컴투스,"12,000",846.8:1,78340,  2007.07.06
1149,1149,디지텍시스템스,"21,000",128.61:1,91690,  2007.07.04
1150,1150,삼성카드,"48,000",103:1,29780,  2007.06.27
1151,1151,넥스트칩,"15,700",970.4:1,92600,  2007.06.26
1152,1152,엔텔스,"10,000",1078.2:1,69410,  2007.06.20
1153,1153,풍강,"3,700",826.64:1,93380,  2007.06.01
1154,1154,케이프,"18,000",591.2:1,64820,  2007.05.29
1155,1155,동국제약,"14,000",545.73:1,86450,  2007.05.29
1156,1156,상신이디피,"7,000",587.08:1,91580,  2007.05.23
1157,1157,한라레벨,"8,600",602.61:1,92460,  2007.05.22
1158,1158,잘만테크,"14,000",544.48:1,90120,  2007.05.22
1159,1159,에버테크노,"5,200",456.95:1,70480,  2007.05.22
1160,1160,에프알텍,"3,300",888:1,73540,  2007.05.18
1161,1161,이엠텍,"7,100",700.5:1,91120,  2007.05.02
1162,1162,이트레이드증권,"6,500",1095.93 : 1,78020,  2007.02.21
1163,1163,오스템임플란트,"15,000",233.80 : 1,48260,  2007.02.07
1164,1164,나노캠텍,"7,000",1113.83 : 1,91970,  2007.01.30
1165,1165,네오팜,"8,000",524.61 : 1,92730,  2007.01.30
1166,1166,비에이치,"4,600",278.56 : 1,90460,  2007.01.26
1167,1167,켐트로닉스,"9,500",143.19 : 1,89010,  2006.01.17
1168,1168,오스코텍,"9,000",605.94 : 1,39200,  2006.01.17
1169,1169,젯텍,"7,000",402.02 : 1,90470,  2007.01.10
1170,1170,동아엘텍,"6,000",746.55 : 1,88130,  2007.01.03
1171,1171,아비스타,"11,100",389.19 : 1,90370,  2006.12.26
1172,1172,신양엔지니어링,"9,100",737.12 : 1,86830,  2006.12.27
1173,1173,디앤티,"6,200",624.68 : 1,89240,  2006.12.22
1174,1174,펜타마이크로,"10,200",541.83 : 1,88020,  2006.12.19
1175,1175,휴온스,"9,300",1171.1 : 1,84110,  2006.12.19
1176,1176,한국컴퓨터,"23,500",708.09 : 1,89150,  2006.12.13
1177,1177,파트론,"8,300",1071.3 : 1,91700,  2006.12.13
1178,1178,유니테스트,"22,000",659.01 : 1,86390,  2006.12.05
1179,1179,다사테크,"12,000",1416.29 : 1,90710,  2006.12.05
1180,1180,에스에이티,"5,200",965.69:1,60540,  2006.11.28
1181,1181,큐에스아이,"6,800",882.1:1,66310,  2006.11.24
1182,1182,크레듀,"24,000",710.8:1,67280,  2006.11.16
1183,1183,주연테크,"6,400",533.25:1,44380,  2006.11.15
1184,1184,화신테크,"2,700",661.87:1,86250,  2006.11.10
1185,1185,성창에어텍,"3,400",611.74:1,80470,  2006.11.03
1186,1186,인천도시가스,"19,000",557.93:1,34590,  2006.11.07
1187,1187,고려반도체시스템,"5,500",409.69:1,89890,  2006.11.08
1188,1188,넥스턴,"4,100",485.67:1,89140,  2006.11.01
1189,1189,제이티,"2,700",621.81:1,89790,  2006.10.27
1190,1190,이녹스,"6,500",514.2:1,88390,  2006.10.20
1191,1191,광진윈텍,"2,600",903.07:1,90150,  2006.10.20
1192,1192,삼정펄프,"29,000",610.31:1,9770,  2006.10.17
1193,1193,용현비엠,"9,000",896.38:1,89230,  2006.10.10
1194,1194,바텍,"6,700",481.62:1,43150,  2006.09.28
1195,1195,엠디에스테크놀로지,"13,000",341.19:1,86960,  2006.09.26
1196,1196,현대EP,"18,500",712.86:1,89470,  2006.09.25
1197,1197,평산,"15,500",262 : 1,89480,  2006.08.22
1198,1198,엘씨텍,"1,500",896.95 : 1,38060,  2006.08.08
1199,1199,지오텔,"9,800",30 : 1,74140,  2006.08.01
1200,1200,트라이콤,"4,800",10.57 : 1,38410,  2006.07.25
1201,1201,젠트로,"2,200",348.68 : 1,83660,  2006.07.25
1202,1202,엑스씨이,"7,500",4.71 : 1,81500,  2006.07.21
1203,1203,티엘아이,"11,400",407.16 : 1,62860,  2006.07.25
1204,1204,한국전자금융,"20,500",631 : 1,63570,  2006.07.14
1205,1205,미디어플렉스,"24,000",177.3 : 1,86980,  2006.07.07
1207,1207,팬엔터테인먼트,"7,000",317.52 : 1,68050,  2006.07.07
1208,1208,맥스엔지니어링,"2,900",84.53 : 1,85370,  2006.07.04
1209,1209,사이버패스,"5,200",16.36 : 1,63280,  2006.07.04
1211,1211,인포뱅크,"4,600",34.02 : 1,39290,  2006.07.04
